sample_size,population_full,methodology,candidate_name,candidate_party,pct
856,rv,Live Phone,Donald Trump,REP,45.0
856,rv,Live Phone,Kamala D. Harris,DEM,47.0
856,rv,Live Phone,Donald Trump,REP,45.0
1265,lv,Online,Joseph R. Biden Jr.,DEM,51.9
1265,lv,Online,Donald Trump,REP,30.7
1265,lv,Online,Bernard Sanders,DEM,54.2
1265,lv,Online,Donald Trump,REP,32.1
1265,lv,Online,Kamala D. Harris,DEM,46.5
1265,lv,Online,Donald Trump,REP,33.3
1265,lv,Online,Elizabeth Warren,DEM,47.5
1265,lv,Online,Donald Trump,REP,32.6
1265,lv,Online,Pete Buttigieg,DEM,43.9
1265,lv,Online,Donald Trump,REP,32.1
5000,lv,IVR/Online,Bernard Sanders,DEM,46.0
5000,lv,IVR/Online,Donald Trump,REP,45.0
832,lv,Online,Joseph R. Biden Jr.,DEM,47.0
832,lv,Online,Donald Trump,REP,41.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
600,lv,Live Phone,Donald Trump,REP,44.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
600,lv,Live Phone,Donald Trump,REP,45.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
600,lv,Live Phone,Donald Trump,REP,42.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,41.0
600,lv,Live Phone,Donald Trump,REP,53.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
600,lv,Live Phone,Donald Trump,REP,45.0
1233,rv,IVR/Online,Joseph R. Biden Jr.,DEM,51.3
1233,rv,IVR/Online,Donald Trump,REP,48.7
1233,rv,IVR/Online,Bernard Sanders,DEM,51.2
1233,rv,IVR/Online,Donald Trump,REP,48.8
1233,rv,IVR/Online,Kamala D. Harris,DEM,48.4
1233,rv,IVR/Online,Donald Trump,REP,51.6
1233,rv,IVR/Online,Elizabeth Warren,DEM,50.2
1233,rv,IVR/Online,Donald Trump,REP,49.8
1233,rv,IVR/Online,Pete Buttigieg,DEM,48.1
1233,rv,IVR/Online,Donald Trump,REP,51.9
1700,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1700,rv,Live Phone,Donald Trump,REP,41.0
1700,rv,Live Phone,Justin Amash,LIB,7.0
1700,rv,Live Phone,Elizabeth Warren,DEM,49.0
1700,rv,Live Phone,Donald Trump,REP,43.0
1700,rv,Live Phone,Justin Amash,LIB,4.0
1001,rv,Online,Jay Robert Inslee,DEM,28.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,John K. Delaney,DEM,28.0
1001,rv,Online,Donald Trump,REP,36.0
1001,rv,Online,Tulsi Gabbard,DEM,27.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Kirsten E. Gillibrand,DEM,32.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,John Hickenlooper,DEM,27.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Marianne Williamson,DEM,26.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Andrew Yang,DEM,27.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Mike Gravel,DEM,25.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Wayne Messam,DEM,24.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Seth Moulton,DEM,25.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Michael F. Bennet,DEM,28.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Steve Bullock,DEM,28.0
1001,rv,Online,Donald Trump,REP,36.0
1001,rv,Online,Bill de Blasio,DEM,26.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Tom Steyer,DEM,28.0
1001,rv,Online,Donald Trump,REP,36.0
1414,rv,Online,Joseph R. Biden Jr.,DEM,36.9
1414,rv,Online,Donald Trump,REP,37.1
1414,rv,Online,Elizabeth Warren,DEM,40.7
1414,rv,Online,Donald Trump,REP,38.2
1414,rv,Online,Kamala D. Harris,DEM,39.8
1414,rv,Online,Donald Trump,REP,38.5
1414,rv,Online,Bernard Sanders,DEM,39.2
1414,rv,Online,Donald Trump,REP,37.3
1414,rv,Online,Pete Buttigieg,DEM,33.0
1414,rv,Online,Donald Trump,REP,38.6
1414,rv,Online,Beto O'Rourke,DEM,48.8
1414,rv,Online,Donald Trump,REP,37.6
1000,rv,Online,Joseph R. Biden Jr.,DEM,42.0
1000,rv,Online,Donald Trump,REP,39.0
1000,rv,Online,Bernard Sanders,DEM,39.0
1000,rv,Online,Donald Trump,REP,38.0
1000,rv,Online,Elizabeth Warren,DEM,36.0
1000,rv,Online,Donald Trump,REP,40.0
1000,rv,Online,Beto O'Rourke,DEM,29.0
1000,rv,Online,Donald Trump,REP,40.0
1000,rv,Online,Kamala D. Harris,DEM,36.0
1000,rv,Online,Donald Trump,REP,39.0
1000,rv,Online,Pete Buttigieg,DEM,30.0
1000,rv,Online,Donald Trump,REP,40.0
1000,rv,Online,Cory A. Booker,DEM,31.0
1000,rv,Online,Donald Trump,REP,40.0
1000,rv,Online,Julián Castro,DEM,29.0
1000,rv,Online,Donald Trump,REP,39.0
1000,rv,Online,Amy Klobuchar,DEM,28.0
1000,rv,Online,Donald Trump,REP,40.0
1004,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1004,rv,Live Phone,Donald Trump,REP,39.0
1004,rv,Live Phone,Bernard Sanders,DEM,46.0
1004,rv,Live Phone,Donald Trump,REP,40.0
1004,rv,Live Phone,Kamala D. Harris,DEM,40.0
1004,rv,Live Phone,Donald Trump,REP,41.0
1004,rv,Live Phone,Elizabeth Warren,DEM,41.0
1004,rv,Live Phone,Donald Trump,REP,42.0
1431,rv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
1431,rv,Live Phone,Donald Trump,REP,42.0
1431,rv,Live Phone,Bernard Sanders,DEM,45.0
1431,rv,Live Phone,Donald Trump,REP,46.0
1431,rv,Live Phone,Elizabeth Warren,DEM,45.0
1431,rv,Live Phone,Donald Trump,REP,46.0
1431,rv,Live Phone,Kamala D. Harris,DEM,44.0
1431,rv,Live Phone,Donald Trump,REP,44.0
1431,rv,Live Phone,Pete Buttigieg,DEM,44.0
1431,rv,Live Phone,Donald Trump,REP,44.0
1431,rv,Live Phone,Cory A. Booker,DEM,43.0
1431,rv,Live Phone,Donald Trump,REP,44.0
5000,lv,IVR/Online,Julián Castro,DEM,40.0
5000,lv,IVR/Online,Donald Trump,REP,46.0
500,lv,Live Phone,Joseph R. Biden Jr.,DEM,34.0
500,lv,Live Phone,Donald Trump,REP,60.0
820,rv,Online,Joseph R. Biden Jr.,DEM,49.0
820,rv,Online,Donald Trump,REP,36.0
820,rv,Online,Bernard Sanders,DEM,48.0
820,rv,Online,Donald Trump,REP,37.0
820,rv,Online,Elizabeth Warren,DEM,44.0
820,rv,Online,Donald Trump,REP,38.0
820,rv,Online,Kamala D. Harris,DEM,41.0
820,rv,Online,Donald Trump,REP,38.0
820,rv,Online,Pete Buttigieg,DEM,40.0
820,rv,Online,Donald Trump,REP,37.0
820,rv,Online,Cory A. Booker,DEM,39.0
820,rv,Online,Donald Trump,REP,37.0
800,rv,Live Phone,Joseph R. Biden Jr.,DEM,51.0
800,rv,Live Phone,Donald Trump,REP,42.0
800,rv,Live Phone,Elizabeth Warren,DEM,48.0
800,rv,Live Phone,Donald Trump,REP,43.0
800,rv,Live Phone,Bernard Sanders,DEM,50.0
800,rv,Live Phone,Donald Trump,REP,43.0
800,rv,Live Phone,Kamala D. Harris,DEM,45.0
800,rv,Live Phone,Donald Trump,REP,44.0
1100,rv,IVR/Online,Pete Buttigieg,DEM,48.6
1100,rv,IVR/Online,Donald Trump,REP,51.4
1100,rv,IVR/Online,Bernard Sanders,DEM,51.0
1100,rv,IVR/Online,Donald Trump,REP,49.0
1100,rv,IVR/Online,Kamala D. Harris,DEM,48.7
1100,rv,IVR/Online,Donald Trump,REP,51.3
1100,rv,IVR/Online,Elizabeth Warren,DEM,49.4
1100,rv,IVR/Online,Donald Trump,REP,50.6
1100,rv,IVR/Online,Joseph R. Biden Jr.,DEM,53.4
1100,rv,IVR/Online,Donald Trump,REP,46.6
604,rv,,Megan Rapinoe,DEM,42.0
604,rv,,Donald Trump,REP,41.0
4500,lv,IVR/Online,Joseph R. Biden Jr.,DEM,48.0
4500,lv,IVR/Online,Donald Trump,REP,44.0
1008,a,Live Phone,Joseph R. Biden Jr.,DEM,55.0
1008,a,Live Phone,Donald Trump,REP,41.0
875,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
875,rv,Live Phone,Donald Trump,REP,43.0
1008,a,Live Phone,Bernard Sanders,DEM,51.0
1008,a,Live Phone,Donald Trump,REP,45.0
875,rv,Live Phone,Bernard Sanders,DEM,49.0
875,rv,Live Phone,Donald Trump,REP,48.0
1008,a,Live Phone,Elizabeth Warren,DEM,51.0
1008,a,Live Phone,Donald Trump,REP,44.0
875,rv,Live Phone,Elizabeth Warren,DEM,48.0
875,rv,Live Phone,Donald Trump,REP,48.0
1008,a,Live Phone,Kamala D. Harris,DEM,51.0
1008,a,Live Phone,Donald Trump,REP,43.0
875,rv,Live Phone,Kamala D. Harris,DEM,48.0
875,rv,Live Phone,Donald Trump,REP,46.0
1008,a,Live Phone,Pete Buttigieg,DEM,48.0
1008,a,Live Phone,Donald Trump,REP,44.0
875,rv,Live Phone,Pete Buttigieg,DEM,47.0
875,rv,Live Phone,Donald Trump,REP,47.0
767,rv,IVR/Online,Bernard Sanders,DEM,53.0
767,rv,IVR/Online,Donald Trump,REP,47.0
767,rv,IVR/Online,Joseph R. Biden Jr.,DEM,54.0
767,rv,IVR/Online,Donald Trump,REP,46.0
767,rv,IVR/Online,Elizabeth Warren,DEM,52.0
767,rv,IVR/Online,Donald Trump,REP,48.0
767,rv,IVR/Online,Pete Buttigieg,DEM,51.0
767,rv,IVR/Online,Donald Trump,REP,49.0
767,rv,IVR/Online,Kamala D. Harris,DEM,52.0
767,rv,IVR/Online,Donald Trump,REP,48.0
1001,rv,Online,Jay Robert Inslee,DEM,24.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,John K. Delaney,DEM,25.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Tulsi Gabbard,DEM,25.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Kirsten E. Gillibrand,DEM,30.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,John Hickenlooper,DEM,27.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Marianne Williamson,DEM,26.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Andrew Yang,DEM,26.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Mike Gravel,DEM,24.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Wayne Messam,DEM,23.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Seth Moulton,DEM,24.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Eric Swalwell,DEM,25.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Michael F. Bennet,DEM,26.0
1001,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Steve Bullock,DEM,26.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Bill de Blasio,DEM,25.0
1001,rv,Online,Donald Trump,REP,38.0
1096,rv,IVR/Online,Joseph R. Biden Jr.,DEM,54.8
1096,rv,IVR/Online,Donald Trump,REP,45.2
1096,rv,IVR/Online,Bernard Sanders,DEM,54.6
1096,rv,IVR/Online,Donald Trump,REP,45.4
1096,rv,IVR/Online,Elizabeth Warren,DEM,53.3
1096,rv,IVR/Online,Donald Trump,REP,46.7
1096,rv,IVR/Online,Pete Buttigieg,DEM,52.3
1096,rv,IVR/Online,Donald Trump,REP,47.7
1096,rv,IVR/Online,Kamala D. Harris,DEM,51.9
1096,rv,IVR/Online,Donald Trump,REP,48.1
1001,rv,Online,Joseph R. Biden Jr.,DEM,41.0
1001,rv,Online,Donald Trump,REP,40.0
1001,rv,Online,Bernard Sanders,DEM,39.0
1001,rv,Online,Donald Trump,REP,40.0
1001,rv,Online,Kamala D. Harris,DEM,33.0
1001,rv,Online,Donald Trump,REP,41.0
1001,rv,Online,Elizabeth Warren,DEM,33.0
1001,rv,Online,Donald Trump,REP,41.0
1001,rv,Online,Beto O'Rourke,DEM,33.0
1001,rv,Online,Donald Trump,REP,40.0
1001,rv,Online,Pete Buttigieg,DEM,31.0
1001,rv,Online,Donald Trump,REP,41.0
1001,rv,Online,Cory A. Booker,DEM,31.0
1001,rv,Online,Donald Trump,REP,41.0
1001,rv,Online,Julián Castro,DEM,29.0
1001,rv,Online,Donald Trump,REP,41.0
1001,rv,Online,Amy Klobuchar,DEM,30.0
1001,rv,Online,Donald Trump,REP,41.0
5000,lv,IVR/Online,Cory A. Booker,DEM,43.0
5000,lv,IVR/Online,Donald Trump,REP,45.0
610,rv,IVR/Online,Joseph R. Biden Jr.,DEM,49.0
610,rv,IVR/Online,Donald Trump,REP,46.0
610,rv,IVR/Online,Pete Buttigieg,DEM,44.0
610,rv,IVR/Online,Donald Trump,REP,47.0
610,rv,IVR/Online,Kamala D. Harris,DEM,46.0
610,rv,IVR/Online,Donald Trump,REP,47.0
610,rv,IVR/Online,Bernard Sanders,DEM,48.0
610,rv,IVR/Online,Donald Trump,REP,47.0
610,rv,IVR/Online,Elizabeth Warren,DEM,46.0
610,rv,IVR/Online,Donald Trump,REP,48.0
1279,rv,Live Phone,Joseph R. Biden Jr.,DEM,50.0
1279,rv,Live Phone,Donald Trump,REP,41.0
1279,rv,Live Phone,Bernard Sanders,DEM,48.0
1279,rv,Live Phone,Donald Trump,REP,42.0
1279,rv,Live Phone,Elizabeth Warren,DEM,47.0
1279,rv,Live Phone,Donald Trump,REP,43.0
1279,rv,Live Phone,Kamala D. Harris,DEM,45.0
1279,rv,Live Phone,Donald Trump,REP,44.0
1279,rv,Live Phone,Pete Buttigieg,DEM,44.0
1279,rv,Live Phone,Donald Trump,REP,43.0
1279,rv,Live Phone,Beto O'Rourke,DEM,45.0
1279,rv,Live Phone,Donald Trump,REP,44.0
3095,lv,IVR,Joseph R. Biden Jr.,DEM,47.3
3095,lv,IVR,Donald Trump,REP,46.8
2312,rv,Online,Joseph R. Biden Jr.,DEM,38.0
2312,rv,Online,Donald Trump,REP,54.0
2312,rv,Online,Cory A. Booker,DEM,32.0
2312,rv,Online,Donald Trump,REP,54.0
2312,rv,Online,Bernard Sanders,DEM,34.0
2312,rv,Online,Donald Trump,REP,54.0
2312,rv,Online,Kamala D. Harris,DEM,33.0
2312,rv,Online,Donald Trump,REP,54.0
535,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,46.0
535,lv,Live Phone/Text,Donald Trump,REP,40.0
535,lv,Live Phone/Text,Bernard Sanders,DEM,47.0
535,lv,Live Phone/Text,Donald Trump,REP,40.0
535,lv,Live Phone/Text,Elizabeth Warren,DEM,41.0
535,lv,Live Phone/Text,Donald Trump,REP,41.0
535,lv,Live Phone/Text,Pete Buttigieg,DEM,39.0
535,lv,Live Phone/Text,Donald Trump,REP,41.0
587,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,46.0
587,lv,Live Phone/Text,Donald Trump,REP,43.0
587,lv,Live Phone/Text,Bernard Sanders,DEM,44.0
587,lv,Live Phone/Text,Donald Trump,REP,44.0
587,lv,Live Phone/Text,Elizabeth Warren,DEM,41.0
587,lv,Live Phone/Text,Donald Trump,REP,43.0
587,lv,Live Phone/Text,Pete Buttigieg,DEM,40.0
587,lv,Live Phone/Text,Donald Trump,REP,44.0
565,lv,Live Phone/Text,Joseph R. Biden Jr.,DEM,43.0
565,lv,Live Phone/Text,Donald Trump,REP,42.0
565,lv,Live Phone/Text,Bernard Sanders,DEM,41.0
565,lv,Live Phone/Text,Donald Trump,REP,44.0
565,lv,Live Phone/Text,Elizabeth Warren,DEM,34.0
565,lv,Live Phone/Text,Donald Trump,REP,45.0
565,lv,Live Phone/Text,Pete Buttigieg,DEM,32.0
565,lv,Live Phone/Text,Donald Trump,REP,45.0
741,lv,Live Phone/Online,Bernard Sanders,DEM,35.0
741,lv,Live Phone/Online,Donald Trump,REP,57.0
741,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,37.0
741,lv,Live Phone/Online,Donald Trump,REP,57.0
741,lv,Live Phone/Online,Elizabeth Warren,DEM,28.0
741,lv,Live Phone/Online,Donald Trump,REP,60.0
741,lv,Live Phone/Online,Pete Buttigieg,DEM,28.0
741,lv,Live Phone/Online,Donald Trump,REP,60.0
1001,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1001,rv,Live Phone,Donald Trump,REP,39.0
1001,rv,Live Phone,Bernard Sanders,DEM,49.0
1001,rv,Live Phone,Donald Trump,REP,40.0
1001,rv,Live Phone,Kamala D. Harris,DEM,42.0
1001,rv,Live Phone,Donald Trump,REP,41.0
1001,rv,Live Phone,Elizabeth Warren,DEM,43.0
1001,rv,Live Phone,Donald Trump,REP,41.0
1001,rv,Live Phone,Pete Buttigieg,DEM,41.0
1001,rv,Live Phone,Donald Trump,REP,40.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,52.0
600,lv,Live Phone,Donald Trump,REP,41.0
1000,a,Online,Joseph R. Biden Jr.,DEM,46.0
1000,a,Online,Donald Trump,REP,35.0
1000,a,Online,Bernard Sanders,DEM,47.0
1000,a,Online,Donald Trump,REP,35.0
1000,a,Online,Pete Buttigieg,DEM,34.0
1000,a,Online,Donald Trump,REP,36.0
1000,a,Online,Amy Klobuchar,DEM,34.0
1000,a,Online,Donald Trump,REP,36.0
1000,a,Online,Elizabeth Warren,DEM,42.0
1000,a,Online,Donald Trump,REP,36.0
1000,a,Online,Kamala D. Harris,DEM,41.0
1000,a,Online,Donald Trump,REP,35.0
1214,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
1214,rv,Live Phone,Donald Trump,REP,40.0
1214,rv,Live Phone,Bernard Sanders,DEM,51.0
1214,rv,Live Phone,Donald Trump,REP,42.0
1214,rv,Live Phone,Elizabeth Warren,DEM,49.0
1214,rv,Live Phone,Donald Trump,REP,42.0
1214,rv,Live Phone,Kamala D. Harris,DEM,49.0
1214,rv,Live Phone,Donald Trump,REP,41.0
1214,rv,Live Phone,Pete Buttigieg,DEM,47.0
1214,rv,Live Phone,Donald Trump,REP,42.0
1214,rv,Live Phone,Cory A. Booker,DEM,47.0
1214,rv,Live Phone,Donald Trump,REP,42.0
1991,rv,Online,Joseph R. Biden Jr.,DEM,44.0
1991,rv,Online,Donald Trump,REP,33.0
1991,rv,Online,Bernard Sanders,DEM,42.0
1991,rv,Online,Donald Trump,REP,32.0
1991,rv,Online,Elizabeth Warren,DEM,32.0
1991,rv,Online,Donald Trump,REP,33.0
1991,rv,Online,Cory A. Booker,DEM,28.0
1991,rv,Online,Donald Trump,REP,32.0
1991,rv,Online,Kamala D. Harris,DEM,30.0
1991,rv,Online,Donald Trump,REP,33.0
1991,rv,Online,Beto O'Rourke,DEM,28.0
1991,rv,Online,Donald Trump,REP,32.0
1991,rv,Online,Pete Buttigieg,DEM,27.0
1991,rv,Online,Donald Trump,REP,31.0
1200,lv,Live Phone,Joseph R. Biden Jr.,DEM,47.8
1200,lv,Live Phone,Donald Trump,REP,43.7
1200,lv,Live Phone,Bernard Sanders,DEM,44.7
1200,lv,Live Phone,Donald Trump,REP,45.4
812,rv,Live Phone,Kirsten E. Gillibrand,DEM,58.0
812,rv,Live Phone,Donald Trump,REP,34.0
812,rv,Live Phone,Bill de Blasio,DEM,48.0
812,rv,Live Phone,Donald Trump,REP,36.0
5000,lv,IVR/Online,Bill de Blasio,DEM,38.0
5000,lv,IVR/Online,Donald Trump,REP,46.0
4416,a,Online,Joseph R. Biden Jr.,DEM,47.0
4416,a,Online,Donald Trump,REP,34.0
3851,rv,Online,Joseph R. Biden Jr.,DEM,50.0
3851,rv,Online,Donald Trump,REP,36.0
4416,a,Online,Bernard Sanders,DEM,44.0
4416,a,Online,Donald Trump,REP,35.0
3851,rv,Online,Bernard Sanders,DEM,46.0
3851,rv,Online,Donald Trump,REP,37.0
4416,a,Online,Elizabeth Warren,DEM,40.0
4416,a,Online,Donald Trump,REP,36.0
3851,rv,Online,Elizabeth Warren,DEM,43.0
3851,rv,Online,Donald Trump,REP,38.0
4416,a,Online,Pete Buttigieg,DEM,37.0
4416,a,Online,Donald Trump,REP,34.0
3851,rv,Online,Pete Buttigieg,DEM,39.0
3851,rv,Online,Donald Trump,REP,37.0
4416,a,Online,Kamala D. Harris,DEM,39.0
4416,a,Online,Donald Trump,REP,36.0
3851,rv,Online,Kamala D. Harris,DEM,41.0
3851,rv,Online,Donald Trump,REP,38.0
1159,rv,Live Phone,Joseph R. Biden Jr.,DEM,48.0
1159,rv,Live Phone,Donald Trump,REP,44.0
1159,rv,Live Phone,Bernard Sanders,DEM,44.0
1159,rv,Live Phone,Donald Trump,REP,47.0
1159,rv,Live Phone,Elizabeth Warren,DEM,45.0
1159,rv,Live Phone,Donald Trump,REP,46.0
1159,rv,Live Phone,Kamala D. Harris,DEM,43.0
1159,rv,Live Phone,Donald Trump,REP,47.0
1159,rv,Live Phone,Pete Buttigieg,DEM,44.0
1159,rv,Live Phone,Donald Trump,REP,46.0
1159,rv,Live Phone,Beto O'Rourke,DEM,45.0
1159,rv,Live Phone,Donald Trump,REP,48.0
1159,rv,Live Phone,Julián Castro,DEM,43.0
1159,rv,Live Phone,Donald Trump,REP,46.0
932,rv,IVR/Online,Pete Buttigieg,DEM,52.1
932,rv,IVR/Online,Donald Trump,REP,47.9
932,rv,IVR/Online,Bernard Sanders,DEM,53.8
932,rv,IVR/Online,Donald Trump,REP,46.2
932,rv,IVR/Online,Kamala D. Harris,DEM,48.8
932,rv,IVR/Online,Donald Trump,REP,51.2
932,rv,IVR/Online,Elizabeth Warren,DEM,50.3
932,rv,IVR/Online,Donald Trump,REP,49.7
932,rv,IVR/Online,Joseph R. Biden Jr.,DEM,55.7
932,rv,IVR/Online,Donald Trump,REP,44.3
730,lv,Live Phone/Online,Joseph R. Biden Jr.,DEM,41.0
730,lv,Live Phone/Online,Donald Trump,REP,52.0
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,45.2
600,lv,Live Phone,Donald Trump,REP,38.5
600,lv,Live Phone,Justin Amash,LIB,9.7
600,lv,Live Phone,Joseph R. Biden Jr.,DEM,53.3
600,lv,Live Phone,Donald Trump,REP,41.4
600,lv,Live Phone,Bernard Sanders,DEM,53.2
600,lv,Live Phone,Donald Trump,REP,41.3
600,lv,Live Phone,Pete Buttigieg,DEM,46.8
600,lv,Live Phone,Donald Trump,REP,41.3
600,lv,Live Phone,Elizabeth Warren,DEM,47.3
600,lv,Live Phone,Donald Trump,REP,42.8
600,lv,Live Phone,Kamala D. Harris,DEM,46.8
600,lv,Live Phone,Donald Trump,REP,43.5
1003,rv,Online,Pete Buttigieg,DEM,31.0
1003,rv,Online,Donald Trump,REP,38.0
1003,rv,Online,John K. Delaney,DEM,27.0
1003,rv,Online,Donald Trump,REP,36.0
1003,rv,Online,Tulsi Gabbard,DEM,26.0
1003,rv,Online,Donald Trump,REP,38.0
1003,rv,Online,Kirsten E. Gillibrand,DEM,29.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,John Hickenlooper,DEM,26.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,Amy Klobuchar,DEM,29.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,Marianne Williamson,DEM,27.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,Andrew Yang,DEM,26.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,Tim Ryan,DEM,28.0
1003,rv,Online,Donald Trump,REP,37.0
1003,rv,Online,Eric Swalwell,DEM,25.0
1003,rv,Online,Donald Trump,REP,37.0
1001,rv,Online,Joseph R. Biden Jr.,DEM,43.0
1001,rv,Online,Donald Trump,REP,36.0
1001,rv,Online,Bernard Sanders,DEM,38.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Kamala D. Harris,DEM,33.0
1001,rv,Online,Donald Trump,REP,38.0
1001,rv,Online,Elizabeth Warren,DEM,33.0
1001,rv,Online,Donald Trump,REP,40.0
1001,rv,Online,Beto O'Rourke,DEM,30.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,Cory A. Booker,DEM,31.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,Jay Robert Inslee,DEM,21.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,Julián Castro,DEM,26.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,Mike Gravel,DEM,21.0
1001,rv,Online,Donald Trump,REP,39.0
1001,rv,Online,Wayne Messam,DEM,20.0
1001,rv,Online,Donald Trump,REP,40.0
1001,rv,Online,Seth Moulton,DEM,21.0
1001,rv,Online,Donald Trump,REP,38.0
5000,lv,IVR/Online,Elizabeth Warren,DEM,46.0
5000,lv,IVR/Online,Donald Trump,REP,44.0
2904,lv,Online,Joseph R. Biden Jr.,DEM,47.0
2904,lv,Online,Donald Trump,REP,46.0
2904,lv,Online,Elizabeth Warren,DEM,47.0
2904,lv,Online,Donald Trump,REP,46.0
2904,lv,Online,Bernard Sanders,DEM,47.0
2904,lv,Online,Donald Trump,REP,46.0
2904,lv,Online,Pete Buttigieg,DEM,44.0
2904,lv,Online,Donald Trump,REP,46.0
2904,lv,Online,Kamala D. Harris,DEM,46.0
2904,lv,Online,Donald Trump,REP,45.0
2904,lv,Online,Beto O'Rourke,DEM,46.0
2904,lv,Online,Donald Trump,REP,46.0
1007,rv,IVR/Online,Joseph R. Biden Jr.,DEM,49.8
1007,rv,IVR/Online,Donald Trump,REP,50.2
1007,rv,IVR/Online,Bernard Sanders,DEM,48.6
1007,rv,IVR/Online,Donald Trump,REP,51.4
1007,rv,IVR/Online,Kamala D. Harris,DEM,47.3
1007,rv,IVR/Online,Donald Trump,REP,52.7
1007,rv,IVR/Online,Elizabeth Warren,DEM,47.8
1007,rv,IVR/Online,Donald Trump,REP,52.2
1007,rv,IVR/Online,Pete Buttigieg,DEM,48.3
1007,rv,IVR/Online,Donald Trump,REP,51.7
400,a,Live Phone,Joseph R. Biden Jr.,DEM,39.0
400,a,Live Phone,Donald Trump,REP,54.0
1650,rv,Online,Joseph R. Biden Jr.,DEM,48.0
1650,rv,Online,Donald Trump,REP,44.0
1650,rv,Online,Elizabeth Warren,DEM,48.0
1650,rv,Online,Donald Trump,REP,45.0
1008,rv,Live Phone,Joseph R. Biden Jr.,DEM,49.0
1008,rv,Live Phone,Donald Trump,REP,38.0
1008,rv,Live Phone,Bernard Sanders,DEM,46.0
1008,rv,Live Phone,Donald Trump,REP,41.0
1008,rv,Live Phone,Kamala D. Harris,DEM,41.0
1008,rv,Live Phone,Donald Trump,REP,41.0
1008,rv,Live Phone,Elizabeth Warren,DEM,43.0
1008,rv,Live Phone,Donald Trump,REP,41.0
1008,rv,Live Phone,Pete Buttigieg,DEM,40.0
1008,rv,Live Phone,Donald Trump,REP,41.0
978,rv,Live Phone,Joseph R. Biden Jr.,DEM,53.0
978,rv,Live Phone,Donald Trump,REP,42.0
978,rv,Live Phone,Bernard Sanders,DEM,50.0
978,rv,Live Phone,Donald Trump,REP,43.0
978,rv,Live Phone,Elizabeth Warren,DEM,47.0
978,rv,Live Phone,Donald Trump,REP,44.0
978,rv,Live Phone,Kamala D. Harris,DEM,45.0
978,rv,Live Phone,Donald Trump,REP,45.0
