sample_size,population_full,methodology,end_date,Approve,Disapprove
1500,lv,IVR/Online,10/24/2017,42.0,56.0
1500,a,Online,10/24/2017,37.0,53.0
1312,rv,Online,10/24/2017,41.0,56.0
1500,a,Live Phone,10/24/2017,36.0,59.0
1005,rv,Live Phone,10/24/2017,38.0,57.0
1000,a,Online,10/24/2017,36.0,52.0
870,rv,Online,10/24/2017,41.0,52.0
1904,rv,Online,10/24/2017,36.8,59.8
2355,a,Online,10/24/2017,34.6,60.5
1500,a,Live Phone,10/23/2017,36.0,58.0
1000,a,Online,10/23/2017,40.0,53.0
880,rv,Online,10/23/2017,42.0,53.0
1500,lv,IVR/Online,10/23/2017,43.0,56.0
2318,a,Online,10/23/2017,35.0,59.9
1867,rv,Online,10/23/2017,37.3,59.3
1988,rv,Online,10/23/2017,42.0,53.0
2201,a,Online,10/23/2017,40.0,53.0
1500,a,Live Phone,10/22/2017,36.0,57.0
1000,a,Online,10/22/2017,38.0,51.0
868,rv,Online,10/22/2017,40.0,54.0
1500,lv,IVR/Online,10/22/2017,41.0,58.0
2343,a,Online,10/22/2017,35.5,59.4
1901,rv,Online,10/22/2017,37.4,59.3
1500,a,Live Phone,10/21/2017,36.0,58.0
1000,a,Online,10/21/2017,38.0,54.0
865,rv,Online,10/21/2017,41.0,55.0
2109,a,Online,10/21/2017,36.1,58.9
1741,rv,Online,10/21/2017,38.0,58.9
1500,a,Live Phone,10/20/2017,36.0,59.0
1000,a,Online,10/20/2017,39.0,54.0
885,rv,Online,10/20/2017,42.0,55.0
1100,a,,10/20/2017,34.0,61.0
1969,a,Online,10/20/2017,36.7,58.2
1641,rv,Online,10/20/2017,38.3,58.9
1500,lv,IVR/Online,10/19/2017,43.0,55.0
1500,a,Live Phone,10/19/2017,35.0,60.0
2201,a,Online,10/19/2017,40.0,54.0
1000,a,Online,10/19/2017,38.0,54.0
874,rv,Online,10/19/2017,40.0,54.0
1701,a,Online,10/19/2017,36.7,59.0
1439,rv,Online,10/19/2017,37.9,59.4
1232,a,,10/18/2017,33.74,53.38
1500,lv,IVR/Online,10/18/2017,41.0,57.0
1500,a,Live Phone,10/18/2017,36.0,59.0
1000,a,Online,10/18/2017,36.0,57.0
897,rv,Online,10/18/2017,41.0,56.0
1693,a,Online,10/18/2017,37.5,58.9
1436,rv,Online,10/18/2017,38.5,59.2
2159,rv,Online,10/18/2017,42.0,58.0
14717,a,Online,10/18/2017,39.0,59.0
13016,rv,Online,10/18/2017,41.0,59.0
2009,a,Online,10/18/2017,33.0,66.0
1500,lv,IVR/Online,10/17/2017,43.0,55.0
1500,a,Live Phone,10/17/2017,36.0,59.0
1093,a,Live Phone,10/17/2017,37.0,55.0
928,rv,Live Phone,10/17/2017,38.0,54.0
1000,a,Online,10/17/2017,40.0,53.0
877,rv,Online,10/17/2017,41.0,55.0
1678,a,Online,10/17/2017,37.8,58.1
1415,rv,Online,10/17/2017,39.4,58.1
1500,a,Online,10/16/2017,37.0,52.0
1326,rv,Online,10/16/2017,41.0,54.0
1500,a,Live Phone,10/16/2017,37.0,58.0
1000,a,Online,10/16/2017,39.0,52.0
885,rv,Online,10/16/2017,42.0,54.0
1500,lv,IVR/Online,10/16/2017,41.0,57.0
1379,rv,Online,10/16/2017,38.3,58.9
1637,a,Online,10/16/2017,37.2,58.5
1991,rv,Online,10/16/2017,44.0,51.0
2201,a,Online,10/16/2017,42.0,51.0
1500,a,Live Phone,10/15/2017,36.0,59.0
1000,a,Online,10/15/2017,39.0,52.0
879,rv,Online,10/15/2017,41.0,56.0
820,rv,,10/15/2017,44.1,50.0
1010,a,Live Phone,10/15/2017,37.0,57.0
894,rv,Live Phone,10/15/2017,38.0,57.0
1500,lv,IVR/Online,10/15/2017,43.0,56.0
1321,rv,Online,10/15/2017,39.3,57.8
1575,a,Online,10/15/2017,37.4,57.9
1000,a,Live Phone,10/15/2017,36.0,52.0
1500,a,Live Phone,10/14/2017,38.0,56.0
1000,a,Online,10/14/2017,35.0,57.0
902,rv,Online,10/14/2017,39.0,57.0
1321,rv,Online,10/14/2017,39.4,58.2
1581,a,Online,10/14/2017,37.5,57.9
1000,lv,,10/14/2017,47.0,51.0
1500,a,Live Phone,10/13/2017,38.0,56.0
1000,a,Online,10/13/2017,40.0,53.0
901,rv,Online,10/13/2017,40.0,55.0
1343,rv,Online,10/13/2017,38.9,58.2
1611,a,Online,10/13/2017,36.7,57.7
1500,lv,IVR/Online,10/12/2017,43.0,55.0
1500,a,Live Phone,10/12/2017,39.0,54.0
1000,a,Online,10/12/2017,35.0,55.0
904,rv,Online,10/12/2017,40.0,54.0
1342,rv,Online,10/12/2017,37.3,59.9
1611,a,Online,10/12/2017,35.9,59.3
1000,rv,Live Phone,10/12/2017,39.0,54.0
1323,a,Online,10/11/2017,33.53,51.57
1500,lv,IVR/Online,10/11/2017,44.0,55.0
1500,a,Live Phone,10/11/2017,37.0,57.0
1000,a,Online,10/11/2017,38.0,53.0
876,rv,Online,10/11/2017,41.0,56.0
1095,rv,Online,10/11/2017,38.2,59.1
1313,a,Online,10/11/2017,36.2,58.9
16203,a,Online,10/11/2017,41.0,57.0
14370,rv,Online,10/11/2017,43.0,56.0
3516,a,Online,10/11/2017,42.0,58.0
1500,lv,IVR/Online,10/10/2017,43.0,56.0
1500,a,Live Phone,10/10/2017,37.0,56.0
1000,a,Online,10/10/2017,38.0,53.0
885,rv,Online,10/10/2017,41.0,55.0
1500,a,Online,10/10/2017,36.0,52.0
1257,rv,Online,10/10/2017,41.0,53.0
966,rv,Online,10/10/2017,38.6,58.9
1166,a,Online,10/10/2017,36.9,58.6
1482,rv,Live Phone,10/10/2017,38.0,56.0
1215,a,Online,10/10/2017,38.0,58.0
1500,a,Live Phone,10/9/2017,36.0,58.0
1000,a,Online,10/9/2017,39.0,54.0
877,rv,Online,10/9/2017,41.0,55.0
1500,lv,IVR/Online,10/9/2017,43.0,56.0
1996,rv,Online,10/9/2017,42.0,53.0
2201,a,Online,10/9/2017,41.0,52.0
1263,rv,Online,10/9/2017,37.1,59.7
1529,a,Online,10/9/2017,36.0,58.8
1500,a,Live Phone,10/8/2017,37.0,56.0
1000,a,Online,10/8/2017,39.0,53.0
874,rv,Online,10/8/2017,42.0,54.0
1500,lv,IVR/Online,10/8/2017,44.0,55.0
1266,rv,Online,10/8/2017,36.8,60.7
1523,a,Online,10/8/2017,35.4,59.8
887,a,,10/8/2017,33.0,61.0
1500,a,Live Phone,10/7/2017,38.0,57.0
1000,a,Online,10/7/2017,36.0,55.0
873,rv,Online,10/7/2017,41.0,55.0
1250,rv,Online,10/7/2017,37.2,60.0
1507,a,Online,10/7/2017,35.2,59.3
1500,a,Live Phone,10/6/2017,39.0,56.0
1000,a,Online,10/6/2017,39.0,52.0
888,rv,Online,10/6/2017,42.0,52.0
1161,rv,Online,10/6/2017,38.3,58.8
1397,a,Online,10/6/2017,36.0,58.8
1000,rv,,10/6/2017,41.0,55.0
667,lv,,10/6/2017,43.0,54.0
1500,lv,IVR/Online,10/5/2017,46.0,53.0
1500,a,Live Phone,10/5/2017,39.0,57.0
1000,a,Online,10/5/2017,38.0,51.0
835,rv,Online,10/5/2017,41.0,54.0
1262,rv,Online,10/5/2017,38.0,59.1
1516,a,Online,10/5/2017,35.6,58.7
1663,a,Live Phone/Online,10/5/2017,37.0,63.0
1105,a,Online,10/4/2017,36.2,51.62
1500,lv,IVR/Online,10/4/2017,45.0,54.0
1500,a,Live Phone,10/4/2017,39.0,56.0
1000,a,Online,10/4/2017,38.0,52.0
896,rv,Online,10/4/2017,40.0,56.0
1300,rv,Online,10/4/2017,38.6,59.1
1555,a,Online,10/4/2017,36.4,58.4
15120,a,Online,10/4/2017,41.0,57.0
13417,rv,Online,10/4/2017,44.0,56.0
2042,a,Online,10/4/2017,39.0,60.0
1500,lv,IVR/Online,10/3/2017,44.0,55.0
1500,a,Online,10/3/2017,39.0,54.0
1298,rv,Online,10/3/2017,42.0,55.0
1500,a,Live Phone,10/3/2017,39.0,57.0
1000,a,Online,10/3/2017,39.0,51.0
877,rv,Online,10/3/2017,42.0,54.0
1375,rv,Online,10/3/2017,39.7,58.2
1661,a,Online,10/3/2017,37.3,57.8
1500,a,Live Phone,10/2/2017,38.0,57.0
1000,a,Online,10/2/2017,39.0,54.0
874,rv,Online,10/2/2017,44.0,54.0
1500,lv,IVR/Online,10/2/2017,42.0,57.0
1413,rv,Online,10/2/2017,41.9,56.4
1706,a,Online,10/2/2017,39.0,56.8
1150,a,Live Phone,10/2/2017,32.0,67.0
1500,a,Live Phone,10/1/2017,37.0,57.0
1992,rv,Online,10/1/2017,45.0,52.0
2201,a,Online,10/1/2017,44.0,51.0
1000,a,Online,10/1/2017,38.0,52.0
864,rv,Online,10/1/2017,42.0,52.0
1500,lv,IVR/Online,10/1/2017,42.0,57.0
1426,rv,Online,10/1/2017,41.4,57.1
1728,a,Online,10/1/2017,38.6,57.0
1000,rv,,10/1/2017,37.7,55.9
1500,a,Live Phone,9/30/2017,38.0,57.0
1000,a,Online,9/30/2017,38.0,53.0
881,rv,Online,9/30/2017,41.0,54.0
2912,rv,Online,9/30/2017,40.3,57.3
3551,a,Online,9/30/2017,37.9,57.4
1000,a,Live Phone,9/30/2017,36.0,48.0
1000,rv,Live Phone,9/29/2017,38.0,52.0
1500,a,Live Phone,9/29/2017,37.0,58.0
1000,a,Online,9/29/2017,37.0,54.0
898,rv,Online,9/29/2017,42.0,55.0
2927,rv,Online,9/29/2017,41.3,56.2
3568,a,Online,9/29/2017,38.3,56.8
2201,a,Online,9/28/2017,39.0,55.0
1500,lv,IVR/Online,9/28/2017,45.0,54.0
1500,a,Live Phone,9/28/2017,37.0,59.0
1037,a,Live Phone,9/28/2017,37.0,56.0
1000,a,Online,9/28/2017,38.0,52.0
891,rv,Online,9/28/2017,40.0,54.0
3456,a,Online,9/28/2017,38.1,56.7
2840,rv,Online,9/28/2017,40.8,56.4
16683,a,Online,9/28/2017,40.0,57.0
14691,rv,Online,9/28/2017,42.0,57.0
1221,a,Online,9/27/2017,34.57,52.77
1500,lv,IVR/Online,9/27/2017,43.0,56.0
1500,a,Live Phone,9/27/2017,36.0,59.0
1105,a,Live Phone,9/27/2017,37.0,54.0
886,rv,Live Phone,9/27/2017,39.0,54.0
1000,a,Online,9/27/2017,40.0,51.0
889,rv,Online,9/27/2017,43.0,53.0
800,a,Live Phone,9/27/2017,38.0,52.0
3443,a,Online,9/27/2017,37.5,57.1
2835,rv,Online,9/27/2017,39.9,57.1
1500,lv,IVR/Online,9/26/2017,43.0,56.0
1500,a,Online,9/26/2017,37.0,53.0
1254,rv,Online,9/26/2017,40.0,55.0
1500,a,Live Phone,9/26/2017,37.0,58.0
1017,rv,Live Phone,9/26/2017,42.0,53.0
1000,a,Online,9/26/2017,37.0,53.0
895,rv,Online,9/26/2017,41.0,52.0
3439,a,Online,9/26/2017,37.7,56.7
2831,rv,Online,9/26/2017,39.9,56.6
1412,rv,Online,9/26/2017,36.0,57.0
1160,a,Online,9/26/2017,34.0,65.0
1500,a,Live Phone,9/25/2017,39.0,56.0
1000,a,Online,9/25/2017,38.0,53.0
870,rv,Online,9/25/2017,40.0,53.0
865,rv,,9/25/2017,42.0,53.0
1500,lv,IVR/Online,9/25/2017,42.0,56.0
1386,rv,Online,9/25/2017,39.8,56.4
1663,a,Online,9/25/2017,38.4,55.6
1500,a,Live Phone,9/24/2017,39.0,54.0
1987,rv,Online,9/24/2017,43.0,54.0
1981,rv,Online,9/24/2017,43.0,53.0
2200,a,Online,9/24/2017,43.0,52.0
1000,a,Online,9/24/2017,38.0,52.0
887,rv,Online,9/24/2017,40.0,54.0
1202,a,,9/24/2017,35.0,55.0
1500,lv,IVR/Online,9/24/2017,44.0,54.0
1375,rv,Online,9/24/2017,38.9,57.2
1643,a,Online,9/24/2017,37.8,56.3
1500,a,Live Phone,9/23/2017,40.0,54.0
1000,a,Online,9/23/2017,37.0,51.0
903,rv,Online,9/23/2017,42.0,51.0
1405,rv,Online,9/23/2017,39.9,55.6
1667,a,Online,9/23/2017,38.6,55.2
1500,a,Live Phone,9/22/2017,37.0,56.0
1000,a,Online,9/22/2017,40.0,51.0
890,rv,Online,9/22/2017,43.0,52.0
1401,rv,Online,9/22/2017,39.4,56.9
1660,a,Online,9/22/2017,38.3,56.0
638,rv,,9/21/2017,42.0,54.0
1500,a,Live Phone,9/21/2017,38.0,56.0
1500,lv,IVR/Online,9/21/2017,43.0,55.0
1000,a,Online,9/21/2017,37.0,52.0
903,rv,Online,9/21/2017,40.0,54.0
1002,a,Live Phone,9/21/2017,39.0,57.0
842,rv,Live Phone,9/21/2017,42.0,54.0
1625,a,Online,9/21/2017,38.3,56.4
1375,rv,Online,9/21/2017,39.9,56.9
9061,a,Online,9/21/2017,45.0,53.0
7933,rv,Online,9/21/2017,48.0,51.0
1301,a,Online,9/20/2017,38.21,48.66
1500,lv,IVR/Online,9/20/2017,43.0,55.0
1500,a,Live Phone,9/20/2017,37.0,56.0
1000,a,Online,9/20/2017,37.0,53.0
892,rv,Online,9/20/2017,41.0,54.0
1053,a,Live Phone,9/20/2017,40.0,55.0
939,rv,Live Phone,9/20/2017,42.0,53.0
1100,a,,9/20/2017,35.0,59.0
2177,rv,,9/20/2017,45.0,55.0
1626,a,Online,9/20/2017,38.2,55.9
1367,rv,Online,9/20/2017,39.8,56.2
2000,a,Online,9/20/2017,42.0,57.0
1500,lv,IVR/Online,9/19/2017,42.0,56.0
1500,a,Online,9/19/2017,39.0,49.0
1292,rv,Online,9/19/2017,43.0,51.0
1500,a,Live Phone,9/19/2017,39.0,55.0
1000,a,Online,9/19/2017,38.0,52.0
876,rv,Online,9/19/2017,42.0,52.0
1009,a,Online,9/19/2017,40.0,49.0
857,rv,Online,9/19/2017,42.0,48.0
1557,a,Online,9/19/2017,39.0,54.8
1299,rv,Online,9/19/2017,40.9,55.3
1500,a,Live Phone,9/18/2017,38.0,55.0
1000,a,Online,9/18/2017,40.0,52.0
884,rv,Online,9/18/2017,42.0,53.0
1500,lv,IVR/Online,9/18/2017,43.0,55.0
1277,rv,Online,9/18/2017,39.3,57.5
1560,a,Online,9/18/2017,37.5,56.5
900,a,Live Phone,9/18/2017,43.0,52.0
1179,a,,9/18/2017,38.0,57.0
1500,a,Live Phone,9/17/2017,38.0,56.0
1000,a,Online,9/17/2017,40.0,50.0
877,rv,Online,9/17/2017,42.0,54.0
1994,rv,Online,9/17/2017,43.0,52.0
2203,a,Online,9/17/2017,42.0,51.0
1500,lv,IVR/Online,9/17/2017,44.0,55.0
1274,rv,Online,9/17/2017,41.4,55.3
1585,a,Online,9/17/2017,39.4,54.9
1500,a,Live Phone,9/16/2017,38.0,57.0
1000,a,Online,9/16/2017,37.0,53.0
893,rv,Online,9/16/2017,40.0,52.0
1303,rv,Online,9/16/2017,41.0,55.7
1610,a,Online,9/16/2017,39.5,54.9
1000,a,,9/16/2017,42.8,53.2
1500,a,Live Phone,9/15/2017,36.0,59.0
1000,a,Online,9/15/2017,40.0,48.0
892,rv,Online,9/15/2017,44.0,51.0
2201,a,Online,9/15/2017,42.0,51.0
1329,rv,Online,9/15/2017,39.5,57.7
1615,a,Online,9/15/2017,38.4,56.3
1500,lv,IVR/Online,9/14/2017,43.0,55.0
1500,a,Live Phone,9/14/2017,37.0,57.0
2094,a,,9/14/2017,41.0,51.0
1000,a,Online,9/14/2017,40.0,51.0
1000,a,Online,9/14/2017,40.0,51.0
879,rv,Online,9/14/2017,41.0,54.0
1699,a,Online,9/14/2017,36.8,57.5
1401,rv,Online,9/14/2017,38.1,58.5
16343,a,,9/14/2017,43.0,55.0
14282,rv,,9/14/2017,44.0,54.0
1500,lv,IVR/Online,9/13/2017,44.0,54.0
1500,a,Live Phone,9/13/2017,37.0,56.0
1224,a,,9/13/2017,39.0,50.0
1009,rv,,9/13/2017,41.0,50.0
1000,a,Online,9/13/2017,37.0,54.0
874,rv,Online,9/13/2017,39.0,55.0
1703,a,Online,9/13/2017,35.3,58.3
1416,rv,Online,9/13/2017,36.4,59.4
1592,a,Online,9/12/2017,34.5,50.65
1500,lv,IVR/Online,9/12/2017,42.0,56.0
1500,a,Online,9/12/2017,39.0,52.0
1313,rv,Online,9/12/2017,42.0,54.0
1500,a,Live Phone,9/12/2017,37.0,57.0
1000,a,Online,9/12/2017,39.0,51.0
890,rv,Online,9/12/2017,41.0,52.0
1671,a,Online,9/12/2017,34.7,58.6
1417,rv,Online,9/12/2017,36.2,59.4
1500,a,Live Phone,9/11/2017,37.0,58.0
1000,a,Online,9/11/2017,36.0,54.0
879,rv,Online,9/11/2017,41.0,55.0
1500,lv,IVR/Online,9/11/2017,44.0,54.0
1679,a,Online,9/11/2017,35.3,58.1
1416,rv,Online,9/11/2017,37.5,58.4
1976,rv,,9/11/2017,42.0,50.0
1933,a,Online,9/11/2017,43.0,56.0
1500,a,Live Phone,9/10/2017,38.0,57.0
1000,a,Online,9/10/2017,39.0,51.0
888,rv,Online,9/10/2017,43.0,51.0
1500,lv,IVR/Online,9/10/2017,44.0,55.0
1673,a,Online,9/10/2017,36.7,56.9
1407,rv,Online,9/10/2017,39.7,56.6
1500,a,Live Phone,9/9/2017,38.0,56.0
834,lv,Online,9/9/2017,43.0,53.0
1000,a,Online,9/9/2017,38.0,52.0
907,rv,Online,9/9/2017,42.0,53.0
2271,a,Online,9/9/2017,39.0,51.0
2055,rv,Online,9/9/2017,42.0,52.0
1696,a,Online,9/9/2017,38.7,55.5
1419,rv,Online,9/9/2017,41.6,54.7
1500,a,Live Phone,9/8/2017,38.0,56.0
1000,a,Online,9/8/2017,42.0,50.0
903,rv,Online,9/8/2017,44.0,51.0
1723,a,Online,9/8/2017,39.6,55.8
1436,rv,Online,9/8/2017,42.2,54.5
4402,a,Online,9/8/2017,43.0,50.0
1500,lv,IVR/Online,9/7/2017,46.0,53.0
1500,a,Live Phone,9/7/2017,36.0,57.0
1000,a,Online,9/7/2017,38.0,53.0
888,rv,Online,9/7/2017,43.0,53.0
1658,a,Online,9/7/2017,40.9,54.8
1378,rv,Online,9/7/2017,43.1,53.9
12032,a,Online,9/7/2017,40.0,57.0
11810,rv,Online,9/7/2017,42.0,56.0
1500,lv,IVR/Online,9/6/2017,45.0,54.0
1500,a,Live Phone,9/6/2017,36.0,57.0
1000,a,Online,9/6/2017,39.0,50.0
880,rv,Online,9/6/2017,41.0,54.0
1686,a,Online,9/6/2017,41.0,54.7
1401,rv,Online,9/6/2017,42.5,54.7
2806,a,Online,9/6/2017,41.0,59.0
1500,lv,IVR/Online,9/5/2017,45.0,53.0
1500,a,Online,9/5/2017,41.0,52.0
1309,rv,Online,9/5/2017,42.0,54.0
1500,a,Live Phone,9/5/2017,37.0,56.0
1000,a,Online,9/5/2017,38.0,49.0
890,rv,Online,9/5/2017,44.0,48.0
1674,a,Online,9/5/2017,39.7,56.4
1399,rv,Online,9/5/2017,41.0,56.0
1500,a,Live Phone,9/4/2017,37.0,56.0
1000,a,Online,9/4/2017,37.0,55.0
898,rv,Online,9/4/2017,41.0,54.0
1500,lv,IVR/Online,9/4/2017,44.0,54.0
1746,a,Online,9/4/2017,39.1,57.5
1461,rv,Online,9/4/2017,40.8,56.6
1500,a,Live Phone,9/3/2017,38.0,56.0
1000,a,Online,9/3/2017,36.0,53.0
893,rv,Online,9/3/2017,41.0,54.0
1993,rv,Online,9/3/2017,43.0,52.0
1500,lv,IVR/Online,9/3/2017,43.0,55.0
1734,a,Online,9/3/2017,38.2,58.6
1468,rv,Online,9/3/2017,39.6,58.0
1500,a,Live Phone,9/2/2017,36.0,58.0
1000,a,Online,9/2/2017,36.0,53.0
895,rv,Online,9/2/2017,38.0,57.0
1832,a,Online,9/2/2017,37.6,58.6
1530,rv,Online,9/2/2017,39.1,58.2
1500,a,Live Phone,9/1/2017,34.0,61.0
1000,a,Online,9/1/2017,34.0,56.0
886,rv,Online,9/1/2017,38.0,56.0
2383,a,Online,9/1/2017,37.9,58.0
1999,rv,Online,9/1/2017,38.8,57.8
1500,lv,IVR/Online,8/31/2017,42.0,56.0
1500,a,Live Phone,8/31/2017,34.0,61.0
1000,a,Online,8/31/2017,36.0,55.0
880,rv,Online,8/31/2017,38.0,55.0
2060,a,Online,8/31/2017,38.1,57.8
1717,rv,Online,8/31/2017,38.7,57.8
12032,a,Online,8/31/2017,40.0,59.0
10549,rv,Online,8/31/2017,42.0,57.0
905,a,,8/31/2017,38.0,57.0
1000,rv,Live Phone,8/30/2017,39.0,53.0
1500,lv,IVR/Online,8/30/2017,41.0,58.0
1500,a,Live Phone,8/30/2017,34.0,60.0
1000,a,Online,8/30/2017,37.0,54.0
886,rv,Online,8/30/2017,38.0,55.0
1667,a,Online,8/30/2017,37.6,58.4
1397,rv,Online,8/30/2017,37.5,59.1
2049,a,Online,8/30/2017,36.0,64.0
1500,lv,IVR/Online,8/29/2017,41.0,58.0
1500,a,Online,8/29/2017,38.0,53.0
1278,rv,Online,8/29/2017,40.0,55.0
1500,a,Live Phone,8/29/2017,35.0,59.0
1006,rv,Live Phone,8/29/2017,41.0,55.0
1000,a,Online,8/29/2017,36.0,54.0
879,rv,Online,8/29/2017,41.0,55.0
1768,a,Online,8/29/2017,36.7,58.2
1480,rv,Online,8/29/2017,36.7,59.3
10129,a,Online,8/29/2017,39.0,59.0
1500,a,Live Phone,8/28/2017,35.0,60.0
1000,a,Online,8/28/2017,39.0,52.0
871,rv,Online,8/28/2017,42.0,53.0
1500,lv,IVR/Online,8/28/2017,41.0,58.0
1795,a,Online,8/28/2017,36.6,58.0
1513,rv,Online,8/28/2017,36.9,58.6
1999,rv,,8/28/2017,40.0,55.0
1000,lv,,8/28/2017,48.0,50.0
1500,a,Live Phone,8/27/2017,35.0,60.0
1000,a,Online,8/27/2017,36.0,55.0
807,rv,Online,8/27/2017,38.0,56.0
1500,lv,IVR/Online,8/27/2017,42.0,57.0
1261,a,Online,8/27/2017,36.0,58.3
1065,rv,Online,8/27/2017,36.8,59.0
1500,a,Live Phone,8/26/2017,35.0,60.0
2200,a,Online,8/26/2017,39.0,54.0
1000,a,Online,8/26/2017,36.0,56.0
905,rv,Online,8/26/2017,38.0,57.0
1596,a,Online,8/26/2017,36.1,58.4
1352,rv,Online,8/26/2017,37.8,58.1
1500,a,Live Phone,8/25/2017,35.0,60.0
1000,a,Online,8/25/2017,34.0,56.0
891,rv,Online,8/25/2017,37.0,58.0
1918,a,Online,8/25/2017,35.4,59.0
1612,rv,Online,8/25/2017,37.3,58.8
1500,lv,IVR/Online,8/24/2017,42.0,56.0
1500,a,Live Phone,8/24/2017,34.0,60.0
1000,a,Online,8/24/2017,36.0,54.0
893,rv,Online,8/24/2017,38.0,55.0
1732,rv,Online,8/24/2017,37.7,59.0
2086,a,Online,8/24/2017,35.5,59.6
9172,a,,8/24/2017,39.0,59.0
8101,rv,,8/24/2017,41.0,58.0
1500,lv,IVR/Online,8/23/2017,42.0,56.0
1500,a,Live Phone,8/23/2017,34.0,60.0
1000,a,Online,8/23/2017,38.0,52.0
880,rv,Online,8/23/2017,41.0,54.0
2005,rv,Online,8/23/2017,37.4,59.3
2419,a,Online,8/23/2017,35.9,59.2
851,a,Online,8/23/2017,31.0,68.0
1500,lv,IVR/Online,8/22/2017,41.0,57.0
1500,a,Online,8/22/2017,39.0,51.0
1327,rv,Online,8/22/2017,40.0,54.0
1500,a,Live Phone,8/22/2017,35.0,59.0
2264,rv,Online,8/22/2017,38.0,58.5
2749,a,Online,8/22/2017,35.8,59.3
1514,rv,Live Phone,8/22/2017,35.0,59.0
2263,rv,,8/22/2017,43.0,57.0
1500,a,Live Phone,8/21/2017,35.0,60.0
1000,a,Online,8/21/2017,36.0,55.0
890,rv,Online,8/21/2017,38.0,58.0
887,rv,,8/21/2017,40.0,53.0
1500,lv,IVR/Online,8/21/2017,43.0,56.0
2491,rv,Online,8/21/2017,37.6,58.9
3032,a,Online,8/21/2017,35.9,59.0
1038,a,,8/21/2017,36.0,63.0
4791,a,,8/21/2017,36.0,63.0
1500,a,Live Phone,8/20/2017,35.0,59.0
1000,a,Online,8/20/2017,34.0,57.0
884,rv,Online,8/20/2017,38.0,59.0
1100,a,Live Phone,8/20/2017,33.0,62.0
1500,lv,IVR/Online,8/20/2017,42.0,57.0
1014,a,Live Phone,8/20/2017,37.0,58.0
2829,rv,Online,8/20/2017,37.2,59.1
3447,a,Online,8/20/2017,35.7,59.1
1000,a,Online,8/19/2017,34.0,57.0
1500,a,Live Phone,8/19/2017,36.0,58.0
1987,rv,Online,8/19/2017,39.0,56.0
2200,a,Online,8/19/2017,38.0,56.0
1000,a,Online,8/19/2017,39.0,52.0
900,rv,Online,8/19/2017,42.0,52.0
2595,rv,Online,8/19/2017,37.7,58.3
3143,a,Online,8/19/2017,35.9,58.5
1500,a,Live Phone,8/18/2017,37.0,57.0
1000,a,Online,8/18/2017,35.0,52.0
894,rv,Online,8/18/2017,40.0,54.0
2276,rv,Online,8/18/2017,36.9,59.1
2753,a,Online,8/18/2017,34.9,59.2
763,rv,Online,8/17/2017,43.0,55.0
1500,lv,IVR/Online,8/17/2017,42.0,57.0
1500,a,Live Phone,8/17/2017,38.0,57.0
1000,a,Online,8/17/2017,38.0,52.0
906,rv,Online,8/17/2017,41.0,54.0
1945,rv,Online,8/17/2017,35.8,60.0
2342,a,Online,8/17/2017,34.6,58.9
1000,rv,Live Phone,8/17/2017,42.0,55.0
14805,a,Online,8/17/2017,40.0,58.0
13085,rv,Online,8/17/2017,42.0,57.0
1500,lv,IVR/Online,8/16/2017,40.0,59.0
1500,a,Live Phone,8/16/2017,37.0,57.0
1000,a,Online,8/16/2017,34.0,58.0
906,rv,Online,8/16/2017,37.0,58.0
1685,rv,Online,8/16/2017,35.3,60.2
2020,a,Online,8/16/2017,33.8,59.6
1000,a,Online,8/15/2017,34.0,58.0
1125,a,Live Phone,8/15/2017,35.0,51.0
859,rv,Live Phone,8/15/2017,38.0,51.0
1500,lv,IVR/Online,8/15/2017,40.0,58.0
1500,a,Live Phone,8/15/2017,36.0,58.0
1500,a,Online,8/15/2017,39.0,51.0
1291,rv,Online,8/15/2017,44.0,54.0
1000,a,Online,8/15/2017,38.0,52.0
902,rv,Online,8/15/2017,40.0,55.0
1362,rv,Online,8/15/2017,36.6,58.5
1590,a,Online,8/15/2017,35.5,57.5
1361,rv,Live Phone,8/15/2017,39.0,57.0
1500,a,Live Phone,8/14/2017,36.0,59.0
1000,a,Online,8/14/2017,39.0,53.0
877,rv,Online,8/14/2017,40.0,54.0
1500,lv,IVR/Online,8/14/2017,42.0,57.0
1606,a,Online,8/14/2017,36.0,56.6
1372,rv,Online,8/14/2017,37.2,58.1
805,a,Live Phone,8/14/2017,41.0,49.0
706,rv,Live Phone,8/14/2017,42.0,49.0
1997,rv,Online,8/14/2017,44.0,52.0
2201,a,Online,8/14/2017,43.0,51.0
1500,a,Live Phone,8/13/2017,34.0,61.0
1000,a,Online,8/13/2017,36.0,53.0
885,rv,Online,8/13/2017,42.0,51.0
1500,lv,IVR/Online,8/13/2017,43.0,55.0
1631,a,Online,8/13/2017,36.3,56.6
1394,rv,Online,8/13/2017,37.5,57.4
1500,a,Live Phone,8/12/2017,36.0,59.0
1000,a,Online,8/12/2017,39.0,52.0
901,rv,Online,8/12/2017,42.0,53.0
1690,a,Online,8/12/2017,37.3,56.6
1455,rv,Online,8/12/2017,39.2,56.3
1009,a,Live Phone,8/12/2017,35.0,55.0
883,rv,Live Phone,8/12/2017,37.0,55.0
1500,a,Live Phone,8/11/2017,37.0,57.0
1000,a,Online,8/11/2017,40.0,49.0
906,rv,Online,8/11/2017,41.0,53.0
1768,a,Online,8/11/2017,38.9,55.2
